theta0_degrees,theta_tangent_degrees,theta_error_degrees,theta_error_abs_degrees,tau0,family_plain,forward_arc_iota_degrees,backward_arc_iota_degrees,s_min,s_max,q_min,q_max,q_abs_max,lateral_width_reference,longitudinal_width_reference,required_corridor_width,candidate_disk_distance_max,candidate_disk_residual_max
5.0,89.143898739325,-84.143898739325,84.143898739325,1,C,84.143898739325,0.0,-1.2441072971142974e-18,0.7283739693498742,-0.6574889398890751,8.32574320816305e-17,0.6574889398890751,0.6574889398890752,0.7283739693498742,1.0874889398890752,0.7321950886849808,0.0
5.5,89.05868323761855,-83.55868323761855,83.55868323761855,1,C,83.55868323761855,0.0,-9.575537379894208e-18,0.7275729453939792,-0.6500533999688581,5.827884275393555e-16,0.6500533999688581,0.6500533999688587,0.7275729453939792,1.0800533999688586,0.7321950886849808,0.0
6.0,88.97358021687043,-82.97358021687043,82.97358021687043,1,C,82.97358021687043,0.0,-4.723381189573435e-18,0.7266961942391008,-0.6426278559890146,2.636356589358071e-16,0.6426278559890146,0.6426278559890148,0.7266961942391008,1.0726278559890148,0.7321950886849808,0.0
6.5,88.88859978076204,-82.38859978076204,82.38859978076204,1,C,82.38859978076204,0.0,-1.1288566772591954e-16,0.7257438681491132,-0.6352132051274343,9.497280870675066e-17,0.6352132051274343,0.6352132051274344,0.7257438681491133,1.0652132051274343,0.732195088684981,1.1102230246251565e-16
7.0,88.80375200139656,-81.80375200139656,81.80375200139656,1,C,81.80375200139656,0.0,-8.402050350632002e-18,0.7247161323336754,-0.6278103415725546,4.0236813227798245e-16,0.6278103415725546,0.627810341572555,0.7247161323336754,1.057810341572555,0.7321950886849808,0.0
7.5,88.7190469167549,-81.2190469167549,81.2190469167549,1,C,81.2190469167549,0.0,-1.1657883721088748e-16,0.7236131648754169,-0.6204201562833495,2.472558524217013e-16,0.6204201562833495,0.6204201562833497,0.723613164875417,1.0504201562833497,0.732195088684981,1.1102230246251565e-16
8.0,88.63449452817244,-80.63449452817244,80.63449452817244,1,C,80.63449452817244,0.0,1.9842719456460216e-18,0.7224351566516148,-0.6130435367514713,-8.324308058114964e-17,0.6130435367514713,0.6130435367514712,0.7224351566516148,1.0430435367514712,0.7321950886849808,0.0
8.5,88.55010479783785,-80.05010479783785,80.05010479783785,1,C,80.05010479783785,0.0,-1.21169994338396e-16,0.7211823112504464,-0.6056813667656951,3.9951782493285317e-16,0.6056813667656951,0.6056813667656955,0.7211823112504465,1.0356813667656954,0.732195088684981,1.1102230246251565e-16
9.0,88.4658876463157,-79.4658876463157,79.4658876463157,1,C,79.4658876463157,0.0,-2.600763875213273e-18,0.7198548448818973,-0.5983345261788197,9.710969444274265e-17,0.5983345261788197,0.5983345261788198,0.7198548448818973,1.0283345261788197,0.7321950886849808,0.0
9.5,88.38185295009394,-78.88185295009394,78.88185295009394,1,C,78.88185295009394,0.0,-1.1364644620444842e-17,0.7184529862833919,-0.5910038906771635,4.022953556475858e-16,0.5910038906771635,0.591003890677164,0.7184529862833919,1.021003890677164,0.7321950886849808,0.0
10.0,88.29801053915791,-78.29801053915791,78.29801053915791,1,C,78.29801053915791,0.0,-1.1839262571821354e-16,0.7169769766202541,-0.5836903315528078,2.4639250803904684e-16,0.5836903315528078,0.583690331552808,0.7169769766202542,1.013690331552808,0.732195088684981,1.1102230246251565e-16
10.5,88.2143701945923,-77.7143701945923,77.7143701945923,1,C,77.7143701945923,0.0,-1.2826570696457412e-16,0.7154270693810774,-0.5763947154787225,5.51382490801906e-16,0.5763947154787225,0.576394715478723,0.7154270693810775,1.006394715478723,0.732195088684981,1.1102230246251565e-16
11.0,88.13094164621191,-77.13094164621191,77.13094164621191,1,C,77.13094164621191,0.0,-1.236368789783157e-16,0.7138035302681002,-0.5691179042869072,3.8475028452301233e-16,0.5691179042869072,0.5691179042869076,0.7138035302681003,0.9991179042869076,0.732195088684981,1.1102230246251565e-16
11.5,88.04773457022344,-76.54773457022344,76.54773457022344,1,C,76.54773457022344,0.0,-1.14740042203354e-16,0.7121066370826976,-0.5618607547496929,1.0717567822658816e-16,0.5618607547496929,0.561860754749693,0.7121066370826977,0.9918607547496929,0.732195088684981,1.1102230246251565e-16
12.0,87.96475858691826,-75.96475858691825,75.96475858691825,1,C,75.96475858691825,0.0,-1.3066660446522348e-16,0.7103366796060744,-0.5546241183643121,5.508184648534986e-16,0.5546241183643121,0.5546241183643127,0.7103366796060745,0.9846241183643127,0.732195088684981,1.1102230246251565e-16
